leafname	clustername
a/cat/germany/606/2006_CLADE2_2	10670
a/duck/germany/r592/06_CLADE2_2	10670
a/egypt/10216-namru3/2007_CLADE2_2	10670
a/chicken/oita/8/2004_CLADE2_5	10670
a/great_black-headed_gull/qinghai/2/05_CLADE2_2	10670
a/chicken/egypt/f6/2007_CLADE2_2	10670
a/egypt/4082-namru3/2007_CLADE2_2	10670
a/chicken/egypt/1892n3-hk49/2007_CLADE2_2	10670
a/chicken/egypt/06541-nlqp/2006_CLADE2_2	10670
a/duck/hubei/wp/2003_CLADE2_5	10670
a/chicken/egypt/06207-nlqp/2006_CLADE2_2	10670
a/buzzard/bavaria/5/2006_CLADE2_2	10670
a/cygnus_olor/astrakhan/ast05-2-1/2005_CLADE2_2	10670
a/mute_swan/bavaria/12/2006_CLADE2_2	10670
a/duck/egypt/07322s-nlqp/2007_CLADE2_2	10670
a/iraq/659/2006_CLADE2_2	10670
a/chicken/nigeria/so470/2006_CLADE2_2	10670
a/mallard/italy/332/2006_CLADE2_2	10670
a/houbara_bustard/saudi_arabia/6732-1/20_CLADE2_2	10670
a/cygnus_olor/czech_republic/5170/2006_CLADE2_2	10670
a/black-necked_grebe/germany/r1393/07_CLADE2_2	10670
a/eagle_owl/germany/r1166/06_CLADE2_2	10670
a/nigeria/6e/07_CLADE2_2	10670
a/chicken/egypt/1709-5/2008_CLADE2_2	10670
a/chicken/nigeria/og4/2007_CLADE2_2	10670
a/chicken/nigeria/1071-3/2007_CLADE2_2	10670
a/goose/suzdalka/10/05_CLADE2_2	10670
a/chicken/nigeria/1047-62/2006_CLADE2_2	10670
a/chicken/korea/es/03_CLADE2_5	10670
a/chicken/nigeria/vrd403/2006_CLADE2_2	10670
a/chicken/egypt/1080-namru3/2006_CLADE2_2	10670
a/chicken/krasnodar/300/07_CLADE2_2	10670
a/little_grebe/switzerland/v330/2006_CLADE2_2	10670
a/chicken/afghanistan/1573-65/2006_CLADE2_2	10670
a/chicken/sudan/2115-12/2006_CLADE2_2	10670
a/duck/korea/asan5/2006_CLADE2_2	10670
a/common_bussard/bavaria/2/2006_CLADE2_2	10670
a/bar-headed_goose/qinghai/68/05_CLADE2_2	10670
a/cat/austria/649/2006_CLADE2_2	10670
a/chicken/kyoto/3/2004_CLADE2_5	10670
a/chicken/egypt/1709-1vir08/2007_CLADE2_2	10670
a/chicken/egypt/9400namru3-clevb211/2007_CLADE2_2	10670
a/duck/hubei/wq/2003_CLADE2_5	10670
a/egypt/14724-namru3/2006_CLADE2_2	10670
a/mute_swan/germany/r1349/07_CLADE2_2	10670
a/chicken/egypt/5611namru3-an/2006_CLADE2_2	10670
a/chicken/egypt/3051namru3-clevb78/2007_CLADE2_2	10670
a/egypt/2256-namru3/2007_CLADE2_2	10670
a/cygnus_olor/astrakhan/ast05-2-2/2005_CLADE2_2	10670
a/chicken/nigeria/vrd193/2006_CLADE2_2	10670
a/goose/germany/r696/06_CLADE2_2	10670
a/chicken/krasnodar/199/06_CLADE2_2	10670
a/chicken/egypt/1889n3-sm26/2007_CLADE2_2	10670
a/cygnus_olor/croatia/1/2005_CLADE2_2	10670
a/duck/egypt/1301-namru3/2007_CLADE2_2	10670
a/guinea_fowl/shantou/1341/2006_CLADE2_2	10670
a/ck/st/4231/2003_CLADEoutliers	10670
a/bar-headed_goose/qinghai/67/05_CLADE2_2	10670
a/mallard/switzerland/v537/2006_CLADE2_2	10670
a/crow/kyoto/53/2004_CLADE2_5	10670
a/chicken/egypt/07701s-nlqp/2007_CLADE2_2	10670
a/egypt/3158-namru3/2008_CLADE2_2	10670
a/chicken/nigeria/1071-4/2007_CLADE2_2	10670
a/chicken/nigeria/ba210/2006_CLADE2_2	10670
a/cygnus_cygnus/iran/754/2006_CLADE2_2	10670
a/chicken/nigeria/1071-9/2007_CLADE2_2	10670
a/migratory_duck/jiangxi/2295/2005_CLADEoutliers	10670
a/chicken/nigeria/ba209/2006_CLADE2_2	10670
a/chicken/egypt/9397namru3-clevb188/2007_CLADE2_2	10670
a/egypt/902782/2006_CLADE2_2	10670
a/chicken/nigeria/1047-8/2006_CLADE2_2	10670
a/domestic_goose/pavlodar/1/2005_CLADE2_2	10670
a/goose/egypt/13009n3-sm2/2006_CLADE2_2	10670
a/egypt/1980-namru3/2008_CLADE2_2	10670
a/chicken/tambov/570-2/05_CLADE2_2	10670
a/egypt/2546-namru3/2008_CLADE2_2	10670
a/chicken/nigeria/1071-30/2007_CLADE2_2	10670
a/chicken/mahachkala/05/2006_CLADE2_2	10670
a/crow/osaka/102/2004_CLADE2_5	10670
a/chicken/nigeria/1071-23/2007_CLADE2_2	10670
a/chicken/sudan/2115-9/2006_CLADE2_2	10670
a/bar-headed_goose/qinghai/60/05_CLADE2_2	10670
a/iraq/1/2006_CLADE2_2	10670
a/chicken/egypt/9391namru3-clevb158/2007_CLADE2_2	10670
a/peacock/denmark/60295/06_CLADE2_2	10670
a/chicken/volgograd/236/06_CLADE2_2	10670
a/chicken/nigeria/1071-22/2007_CLADE2_2	10670
a/egypt/2630-namru3/2007_CLADE2_2	10670
a/egypt/2621-namru3/2007_CLADE2_2	10670
a/migratory_duck/jiangxi/2136/2005_CLADE2_2	10670
a/mute_swan/france/06631a/2006_CLADE2_2	10670
a/chicken/egypt/r3/2007_CLADE2_2	10670
a/goose/krasnoozerskoe/627/05_CLADE2_2	10670
a/mallard/switzerland/v558/2006_CLADE2_2	10670
a/duck/egypt/1709-3vir08/2007_CLADE2_2	10670
a/chicken/nigeria/1071-7/2007_CLADE2_2	10670
a/bar-headed_goose/qinghai/61/05_CLADE2_2	10670
a/egypt/2751-namru3/2007_CLADE2_2	10670
a/chicken/ivory_coast/1787-35/2006_CLADE2_2	10670
a/chicken/russia_krasnodar/2/2007_CLADE2_2	10670
a/duck/egypt/3043namru3-clevb56/2007_CLADE2_2	10670
a/duck/niger/914/2006_CLADE2_2	10670
a/mute_swan/germany/r854/06_CLADE2_2	10670
a/egypt/2750-namru3/2007_CLADE2_2	10670
a/great_crested_grebe/germany/r1226/06_CLADE2_2	10670
a/chicken/korea/es/2003_CLADE2_5	10670
a/quail/egypt/07120-nlqp/2007_CLADE2_2	10670
a/environment/korea/w149/2006_CLADE2_2	10670
a/chicken/niger/2130-7/2006_CLADE2_2	10670
a/egypt/0636-namru3/2007_CLADE2_2	10670
a/bar-headed_goose/qinghai/f/2006_CLADE2_2	10670
a/goose/hungary/2823/2/2007_CLADE2_2	10670
a/chicken/egypt/06459-3-nlqp/2006_CLADE2_2	10670
a/environment/qinghai/31/2005_CLADE2_2	10670
a/chicken/egypt/2628-1/2007_CLADE2_2	10670
a/chicken/nigeria/og2/2007_CLADE2_2	10670
a/cygnus_olor/italy/742/2006_CLADE2_2	10670
a/chicken/egypt/07181-nlqp/2007_CLADE2_2	10670
a/goose/islamabad/narc7757/2007_CLADE2_2	10670
a/chicken/egypt/1890n3-hk45/2007_CLADE2_2	10670
a/egypt/2321-namru3/2007_CLADE2_2	10670
a/grebe/novosibirsk/29/2005_CLADE2_2	10670
a/chicken/nigeria/so457/2006_CLADE2_2	10670
a/buzzard/denmark/6370/06_CLADE2_2	10670
a/falcon/saudi_arabia/6732-2/2007_CLADE2_2	10670
a/duck/egypt/9399namru3-clevb202/2007_CLADE2_2	10670
a/chicken/nigeria/so493/2006_CLADE2_2	10670
a/domestic_goose/iraq/812/2006_CLADE2_2	10670
a/duck/egypt/r5/2007_CLADE2_2	10670
a/chicken/nigeria/od9/2006_CLADE2_2	10670
a/chicken/nigeria/so452/2006_CLADE2_2	10670
a/chicken/egypt/f3/2006_CLADE2_2	10670
a/brown-headed_gull/qinghai/3/05_CLADE2_2	10670
a/chicken/egypt/9396namru3-clevb187/2007_CLADE2_2	10670
a/chicken/nigeria/1071-15/2007_CLADE2_2	10670
a/egypt/2289-namru3/2008_CLADE2_2	10670
a/chicken/afghanistan/1573-47/2006_CLADE2_2	10670
a/egret/egypt/1162-namru3/2006_CLADE2_2	10670
a/chicken/nigeria/vrd284/2006_CLADE2_2	10670
a/chicken/moscow/2/2007_CLADE2_2	10670
a/chicken/nigeria/vrd286/2006_CLADE2_2	10670
a/egypt/2514-namru3/2008_CLADE2_2	10670
a/chicken/nigeria/228-10/2006_CLADE2_2	10670
a/cat/dagestan/87/06_CLADE2_2	10670
a/falcon/germany/r899/06_CLADE2_2	10670
a/egypt/902786/2006_CLADE2_2	10670
a/mute_swan/germany/r1359/07_CLADE2_2	10670
a/common_buzzard/germany/r306/06_CLADE2_2	10670
a/cygnus_olor/czech_republic/10662/06_CLADE2_2	10670
a/peacock/mansehra-pakistan/narc-7558/02_CLADE2_2	10670
a/chicken/egypt/2253-1/2006_CLADE2_2	10670
a/bar-headed_goose/qinghai/62/05_CLADE2_2	10670
a/chicken/nigeria/1047-34/2006_CLADE2_2	10670
a/grebe/tyva/tyv06-1/2006_CLADE2_2	10670
a/chicken/krasnodar/123/06_CLADE2_2	10670
a/egypt/6251-namru3/2007_CLADE2_2	10670
a/duck/egypt/13010n3-clevb/2006_CLADE2_2	10670
a/chicken/ivory_coast/1787/2006_CLADE2_2	10670
a/chicken/egypt/1300-namru3/2007_CLADE2_2	10670
a/chicken/tula/4/05_CLADE2_2	10670
a/egypt/10211-namru3/2007_CLADE2_2	10670
a/common_coot/switzerland/v544/2006_CLADE2_2	10670
a/chicken/crimea/04/2005_CLADE2_2	10670
a/mallard/italy/835/2006_CLADE2_2	10670
a/chicken/egypt/06959-nlqp/2006_CLADE2_2	10670
a/quail/korea/kj4/2006_CLADE2_2	10670
a/fowl/denmark/60296/06_CLADE2_2	10670
a/chicken/sudan/1784-7/2006_CLADE2_2	10670
a/chicken/nigeria/vrd83/2006_CLADE2_2	10670
a/ostrich/nigeria/1047-25/2006_CLADE2_2	10670
a/herring_gull/sweden/v1116/2006_CLADE2_2	10670
a/chicken/egypt/12378n3-clevb/2006_CLADE2_2	10670
a/cygnus_olor/astrakhan/ast05-2-3/2005_CLADE2_2	10670
a/chicken/korea/ca7/2006_CLADE2_2	10670
a/chicken/nigeria/eki15/2007_CLADE2_2	10670
a/goldeneye_duck/bavaria/19/2006_CLADE2_2	10670
a/goose/jilin/hb/2003_CLADE2_5	10670
a/black-headed_gull/qinghai/3/2006_CLADE2_2	10670
a/chicken/egypt/9402namru3-clevb213/2007_CLADE2_2	10670
a/egypt/1902-namru3/2007_CLADE2_2	10670
a/chicken/nigeria/vrd457/2006_CLADE2_2	10670
a/chicken/israel/1055/2008_CLADE2_2	10670
a/duck/germany/r338/06_CLADE2_2	10670
a/chicken/egypt/07665s-nlqp/2007_CLADE2_2	10670
a/chicken/egypt/9390namru3-clevb157/2007_CLADE2_2	10670
a/egypt/2331-namru3/2007_CLADE2_2	10670
a/duck/cote_divoire/1787-18/2006_CLADE2_2	10670
a/bar-headed_goose/qinghai/12/05_CLADE2_2	10670
a/chicken/nigeria/1071-1/2007_CLADE2_2	10670
a/goose/egypt/r4/2007_CLADE2_2	10670
a/chicken/nigeria/lag6/2007_CLADE2_2	10670
a/chicken/kurgan/05/2005_CLADE2_2	10670
a/chicken/egypt/9403namru3-clevb214/2007_CLADE2_2	10670
a/chicken/korea/is/2006_CLADE2_2	10670
a/chicken/yamaguchi/7/2004_CLADE2_5	10670
a/duck/egypt/f5/2006_CLADE2_2	10670
a/chicken/egypt/1709-4vir08/2007_CLADE2_2	10670
a/chicken/krasnodar/01/2006_CLADE2_2	10670
a/chicken/egypt/06612-nlqp/2006_CLADE2_2	10670
a/chicken/nigeria/so294/2006_CLADE2_2	10670
a/cygnus_olor/italy/808/2006_CLADE2_2	10670
a/chicken/sudan/1784-10/2006_CLADE2_2	10670
a/gull/germany/r882/06_CLADE2_2	10670
a/chicken/nigeria/vrd145/2006_CLADE2_2	10670
a/mute_swan/germany/r65/06_CLADE2_2	10670
a/duck/egypt/5169-1/2007_CLADE2_2	10670
a/chicken/nigeria/og5/2007_CLADE2_2	10670
a/grebe/tyva/tyv06-2/06_CLADE2_2	10670
a/coot/germany/r655/06_CLADE2_2	10670
a/chicken/egypt/3052namru3-clevb104/2007_CLADE2_2	10670
a/chicken/adygea/203/06_CLADE2_2	10670
a/bar-headed_goose/qinghai/5/05_CLADE2_2	10670
a/greylag_goose/france/06310/2006_CLADE2_2	10670
a/chicken/nigeria/so227/2006_CLADE2_2	10670
a/chicken/egypt/3045namru3-clevb60/2007_CLADE2_2	10670
a/mute_swan/france/06299/2006_CLADE2_2	10670
a/chicken/egypt/1081-namru3/2006_CLADE2_2	10670
a/duck/novosibirsk/56/2005_CLADE2_2	10670
a/chicken/nigeria/1071-29/2007_CLADE2_2	10670
a/guinea_fowl/nigeria/vrd005/2007_CLADE2_2	10670
a/chicken/nigeria/vrd419/2006_CLADE2_2	10670
a/chicken/afghanistan/1207/2006_CLADE2_2	10670
a/peregrine/denmark/6632/06_CLADE2_2	10670
a/chicken/nigeria/so461/2006_CLADE2_2	10670
a/chicken/egypt/07202-nlqp/2007_CLADE2_2	10670
a/chicken/nigeria/fa6/2006_CLADE2_2	10670
a/eagle_owl/bavaria/10/2006_CLADE2_2	10670
a/pochard/germany/r348/06_CLADE2_2	10670
a/blow_fly/kyoto/93/2004_CLADE2_5	10670
a/mallard/bavaria/10/2007_CLADE2_2	10670
a/environment/korea/w150/2006_CLADE2_2	10670
a/chicken/guangdong/174/04_CLADE2_5	10670
a/iraq/207-namru3/2006_CLADE2_2	10670
a/chicken/nigeria/ab13/2006_CLADE2_2	10670
a/cormorant/germany/r292/06_CLADE2_2	10670
a/chicken/nigeria/vrd49/2006_CLADE2_2	10670
a/goose/egypt/07364s-nlqp/2007_CLADE2_2	10670
a/chicken/egypt/r6/2007_CLADE2_2	10670
a/iraq/756/2006_CLADE2_2	10670
a/pigeon/nigeria/vrd370/2006_CLADE2_2	10670
a/common_pochard/france/06167-2_1/2006_CLADE2_2	10670
a/chicken/egypt/r1/2006_CLADE2_2	10670
a/egypt/2782-namru3/2006_CLADE2_2	10670
a/mink/sweden/v907/2006_CLADE2_2	10670
a/chicken/nigeria/og11/2007_CLADE2_2	10670
a/chicken/egypt/1079-namru3/2007_CLADE2_2	10670
a/cat/romania/tl/nov/2007_CLADE2_2	10670
a/canada_goose/germany/r1207/2006_CLADE2_2	10670
a/cygnus_olor/czech_republic/10732/07_CLADE2_2	10670
a/goose/crimea/615/05_CLADE2_2	10670
a/chicken/nigeria/og10/2007_CLADE2_2	10670
a/chicken/niger/2130-8/2006_CLADE2_2	10670
a/duck/phetchabun/niah6-2-0040/2004_CLADE1	11375
a/ostrich/samut_prakan/thailand/cu-19/04_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd0404f_CLADE1	11375
a/quail/thailand/cu-332/06_CLADE1	11375
a/duck/vietnam/148/2004_CLADE1	11375
a/ck/thailand/9_1/2004_CLADE1	11375
a/duck/vietnam/1771/2005_CLADE1	11375
a/quail/shantou/3054/2002_CLADE1	11375
a/mallard/vietnam/352/2005_CLADE1	11375
a/prachinburi/6231/2004_CLADE1	11375
a/open-billed_stork/nakhonsawan/bba2611m_CLADE1	11375
a/ck/hong_kong/ssp141/2003_CLADE1	11375
a/duck/vietnam/soc_trang_680c/2005_CLADE1	11375
a/chicken/chonburi/thailand/cu-73/04_CLADE1	11375
a/chicken/vietnam/p78/05_CLADE1	11375
a/chicken/yunnan/1083/2003_CLADE1	11375
a/duck/thailand/cu-2/2004_CLADE1	11375
a/open-billed_stork/thailand/vsmu-15-atg_CLADE1	11375
a/duck/thailand/cu-329/07_CLADE1	11375
a/little_grebe/thailand/phichit-01/2004_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd1621j_CLADE1	11375
a/chicken/vietnam/30/2003_CLADE1	11375
a/ck/viet_nam/35/2004_CLADE1	11375
a/open-billed_stork/nakhonsawan/bba3011m_CLADE1	11375
a/chicken/thailand/73/2004_CLADE1	11375
a/duck/vietnam/2/2007_CLADE1	11375
a/quail/thailand/cu-333/06_CLADE1	11375
a/quail/vietnam/282/2005_CLADE1	11375
a/chicken/vietnam/260/2004_CLADE1	11375
a/ck/viet_nam/39/2004_CLADE1	11375
a/duck/vietnam/soc_trang_680g/2005_CLADE1	11375
a/dk/viet_nam/11/2004_CLADE1	11375
a/clouded_leopard/chonburi/ai-1216a/2004_CLADE1	11375
a/hong_kong/213/2003_CLADE1	11375
a/chicken/suphanburi/thailand/cu-9/04_CLADE1	11375
a/chicken/viet_nam/11/2005_CLADE1	11375
a/duck/vietnam/283/2005_CLADE1	11375
a/egret/hong_kong/757_2/2003_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd2316f_CLADE1	11375
a/duck/kamphaengphet/niah6-2-0043/2004_CLADE1	11375
a/duck/vietnam/6/2007_CLADE1	11375
a/gs/thailand/79/2004_CLADE1	11375
a/pigeon/thailand/vsmu-25-bkk/2005_CLADE1	11375
a/mallard/vietnam/3/2003_CLADE1	11375
a/chicken/phitsanulok/niah6-3-0017/2005_CLADE1	11375
a/open-billed_stork/thailand/cu-2/2004_CLADE1	11375
a/chicken/vietnam/p41/05_CLADE1	11375
a/duck/viet_nam/18/2005_CLADE1	11375
a/duck/vietnam/258/2004_CLADE1	11375
a/cat/thailand/ku-02/04_CLADE1	11375
a/chicken/vietnam/890/2004_CLADE1	11375
a/chicken/thailand/ns-339/2008_CLADE1	11375
a/rollers/bangkok/thailand/cu-26/04_CLADE1	11375
a/crow/bangkok/thailand/cu-15/04_CLADE1	11375
a/black_headed_gull/hong_kong/12_1/2003_CLADE1	11375
a/cambodia/jp52a/2005_CLADE1	11375
a/duck/vietnam/219/2004_CLADE1	11375
a/goose/cambodia/28/2004_CLADE1	11375
a/chicken/vietnam/133/2004_CLADE1	11375
a/duck/vietnam/ca_mau498/2006_CLADE1	11375
a/duck/vietnam/543/2005_CLADE1	11375
a/quail/vietnam/36/04_CLADE1	11375
a/chicken/vietnam/dt171/2004_CLADE1	11375
a/ck/viet_nam/38/2004_CLADE1	11375
a/duck/vietnam/18/2007_CLADE1	11375
a/hong_kong/212/03_CLADE1	11375
a/duck/viet_nam/ncvd07/2005_CLADE1	11375
a/crested_eagle/belgium/01/2004_CLADE1	11375
a/duck/vietnam/dong_thap_680d/2005_CLADE1	11375
a/chicken/viet_nam/ncvd10/2005_CLADE1	11375
a/duck/yunnan/119/2003_CLADE1	11375
a/chicken/viet_nam/ncvd09/2005_CLADE1	11375
a/goose/cambodia/022b/2005_CLADE1	11375
a/chicken/viet_nam/ncvd12/2005_CLADE1	11375
a/chicken/nakhon_sawan/thailand/cu-39/04_CLADE1	11375
a/chicken/vietnam/135/2004_CLADE1	11375
a/duck/vietnam/34/2007_CLADE1	11375
a/duck/vietnam/s640/2005_CLADE1	11375
a/goose/hong_kong/739_2/02_CLADE1	11375
a/duck/hong_kong/821/2002_CLADE1	11375
a/open-billed_stork/bangkok/lbd0511f/04_CLADE1	11375
a/chicken/nakhon_sawan/thailand/cu-13/04_CLADE1	11375
a/chicken/saraburi/thailand/cu-17/2004_CLADE1	11375
a/duck/vietnam/17/2003_CLADE1	11375
a/chicken/thailand/cu-321/06_CLADE1	11375
a/chicken/vietnam/134/2004_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd0104f_CLADE1	11375
a/dk/thailand/71_1/2004_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd1421j_CLADE1	11375
a/chicken/yunnan/1251/2003_CLADE1	11375
a/kalji_pheasant/bangkok/thailand/cu-18/_CLADE1	11375
a/chicken/vietnam/53/2004_CLADE1	11375
a/chicken/thailand/icrc-618/2008_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd3616m_CLADE1	11375
a/pigeon/thailand/ku-03/04_CLADE1	11375
a/chicken/cambodia/7/2004_CLADE1	11375
a/chicken/phitsanulok/niah6-3-0011/2005_CLADE1	11375
a/duck/yunnan/215/2003_CLADE1	11375
a/mallard/vietnam/16/2003_CLADE1	11375
a/chicken/viet_nam/33/2004_CLADE1	11375
a/goose/vietnam/264/2004_CLADE1	11375
a/chicken/nakhon_pathom/thailand/cu-14/0_CLADE1	11375
a/quail/thailand/cu-330/06_CLADE1	11375
a/chicken/vietnam/398/2005_CLADE1	11375
a/green_peafowl/thailand/vsmu-3-cbi/2005_CLADE1	11375
a/crow/bangkok/thailand/cu-4/04_CLADE1	11375
a/chicken/vietnam/28/2003_CLADE1	11375
a/duck/nakhon_pathom/thailand/cu-71/04_CLADE1	11375
a/qa/thailand/57/2004_CLADE1	11375
a/chicken/nakhon_sawan/thailand/cu-12/04_CLADE1	11375
a/chicken/thailand/nontaburi/ck-162/2005_CLADE1	11375
a/duck/vietnam/1/2007_CLADE1	11375
a/chicken/vietnam/348/2005_CLADE1	11375
a/chicken/thailand/kanchanaburi/ck-160/0_CLADE1	11375
a/open-billed_stork/nakhonsawan/bba2811m_CLADE1	11375
a/duck/vietnam/48/2004_CLADE1	11375
a/crow/bangkok/thailand/cu-35/04_CLADE1	11375
a/chicken/kamphaengphet/niah6-3-0011/05_CLADE1	11375
a/hatay/2004_CLADE1	11375
a/chicken/saraburi/thailand/cu-27/2004_CLADE1	11375
a/open-billed_stork/bangkok/lbd0111f/04_CLADE1	11375
a/chicken/vietnam/binh_duong477/2005_CLADE1	11375
a/duck/vietnam/ca_mau498a/2006_CLADE1	11375
a/chicken/vietnam/ncvd09/2005_CLADE1	11375
a/chicken/vietnam/24/2004_CLADE1	11375
a/chicken/thailand/icrc-v586/2008_CLADE1	11375
a/chicken/suphanburi/thailand/cu-1/04_CLADE1	11375
a/duck/vietnam/177/2005_CLADE1	11375
a/cambodia/r0405050/2007_CLADE1	11375
a/chicken/vietnam/20/2003_CLADE1	11375
a/duck/vietnam/an_giang_680b/2005_CLADE1	11375
a/chicken/vietnam/18/2004_CLADE1	11375
a/chicken/yunnan/1215/2002_CLADE1	11375
a/chicken/viet_nam/c57/2004_CLADE1	11375
a/chicken/kamphaengphet/niah6-3-0013/05_CLADE1	11375
a/duck/vietnam/376/2005_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd1221j_CLADE1	11375
a/chicken/viet_nam/ld-080/2004_CLADE1	11375
a/crow/bangkok/thailand/cu-25/04_CLADE1	11375
a/mallard_duck/vietnam/133/2004_CLADE1	11375
a/duck/hunan/1386/2003_CLADE1	11375
a/feral_pigeon/hong_kong/862_7/2002_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd2616f_CLADE1	11375
a/duck/viet_nam/ncvd04/2005_CLADE1	11375
a/chicken/nakorn-patom/thailand/cu-k2/20_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd1521j_CLADE1	11375
a/chicken/vietnam/15/2007_CLADE1	11375
a/duck/vietnam/ncvd01/2005_CLADE1	11375
a/chicken/thailand/pc-340/2008_CLADE1	11375
a/chicken/vietnam/long_an_636/2005_CLADE1	11375
a/duck/vietnam/tg24-o1/05_CLADE1	11375
a/chicken/vietnam/19/2003_CLADE1	11375
a/quail/thailand/cu-331/06_CLADE1	11375
a/duck/vietnam/dong_thap_680a/2005_CLADE1	11375
a/quail/thailand/cu-320/06_CLADE1	11375
a/chicken/vietnam/c58/04_CLADE1	11375
a/chicken/malaysia/5858/2004_CLADE1	11375
a/duck/vietnam/1231/2005_CLADE1	11375
a/muscovy_duck/vietnam/4/2007_CLADE1	11375
a/ck/viet_nam/36/2004_CLADE1	11375
a/duck/vietnam/942a/2004_CLADE1	11375
a/duck/viet_nam/ncvd01/2005_CLADE1	11375
a/pheasant/shantou/40/2003_CLADE1	11375
a/chicken/ayutthaya/thailand/cu-24/04_CLADE1	11375
a/duck/vietnam/220/2004_CLADE1	11375
a/duck/vietnam/s654/2005_CLADE1	11375
a/duck/vietnam/15/2003_CLADE1	11375
a/duck/vietnam/40/2004_CLADE1	11375
a/chicken/vietnam/147/2004_CLADE1	11375
a/chicken/vietnam/10/2004_CLADE1	11375
a/leopard/suphanburi/thailand/leo-1/04_CLADE1	11375
a/chicken/bangkok/thailand/cu-6/04_CLADE1	11375
a/duck/vietnam/hau_giang680e/2005_CLADE1	11375
a/great_barbet/thailand/vsmu-2-cbi/2005_CLADE1	11375
a/chicken/vietnam/159/2004_CLADE1	11375
a/chicken/vietnam/29/2007_CLADE1	11375
a/chicken/ratchaburi/thailand/cu-68/2004_CLADE1	11375
a/chicken/vietnam/52/2004_CLADE1	11375
a/golden_pheasant/thailand/vsmu-21-spb/0_CLADE1	11375
a/chicken/thailand/icrc-213/2007_CLADE1	11375
a/chicken/lopburi/thailand/cu-38/04_CLADE1	11375
a/quail/shantou/3071/2002_CLADE1	11375
a/duck/uthaithani/niah6-3-0008/2005_CLADE1	11375
a/duck/vietnam/557/2005_CLADE1	11375
a/duck/vietnam/hau_giang680f/2005_CLADE1	11375
a/duck/viet_nam/1/2005_CLADE1	11375
a/quail/malaysia/6309/2004_CLADE1	11375
a/muscovy_duck/vietnam/ben_tre_342/2006_CLADE1	11375
a/grey_heron/hong_kong/861_1/2002_CLADE1	11375
a/duck/vietnam/1233/2005_CLADE1	11375
a/duck/vietnam/8/2007_CLADE1	11375
a/chicken/cambodia/022lc3b/2005_CLADE1	11375
a/ck/thailand/1/2004_CLADE1	11375
a/duck/vietnam/1469/2005_CLADE1	11375
a/chicken/viet_nam/ncvd31/2004_CLADE1	11375
a/chicken/sukhothai/niah6-3-0018/2005_CLADE1	11375
a/chicken/vietnam/132/2004_CLADE1	11375
a/chicken/vietnam/p22/05_CLADE1	11375
a/chicken/thailand/ch-2/2004_CLADE1	11375
a/clouded_leopard/thailand/ku-11/2004_CLADE1	11375
a/ostrich/samut_prakan/thailand/cu-31/04_CLADE1	11375
a/open-billed_stork/suphanburi/tsd0912f/_CLADE1	11375
a/duck/viet_nam/ncvd08/2005_CLADE1	11375
a/duck/thailand/cu-328/07_CLADE1	11375
a/muscovy_duck/viet_nam/ncvd02/2005_CLADE1	11375
a/chicken/chachoengsao/thailand/cu-11/04_CLADE1	11375
a/chicken/viet_nam/1/2004_CLADE1	11375
a/chicken/chonburi/thailand/cu-7/04_CLADE1	11375
a/chicken/chachoengsao/thailand/cu-10/04_CLADE1	11375
a/chicken/cambodia/013lc1b/2005_CLADE1	11375
a/duck/vietnam/286/2005_CLADE1	11375
a/duck/chonburi/thailand/cu-5/04_CLADE1	11375
a/ck/hong_kong/fy157/2003_CLADE1	11375
a/quail/thailand/nakhon_pathom/qa-161/20_CLADE1	11375
a/chicken/vietnam/32/2004_CLADE1	11375
a/chicken/ayutthaya/thailand/cu-23/04_CLADE1	11375
a/chicken/nakornsawan/niah6-3-0009/2005_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd3309m_CLADE1	11375
a/duck/viet_nam/ncvd05/2005_CLADE1	11375
a/duck/vietnam/942b/2004_CLADE1	11375
a/gray-crowed_crane/thailand/vsmu-4-cbi/_CLADE1	11375
a/chicken/thailand/icrc-195/2007_CLADE1	11375
a/duck/vietnam/dong_thap_680h/2005_CLADE1	11375
a/chicken/shantou/3900/2002_CLADE1	11375
a/chicken/vietnam/5/2003_CLADE1	11375
a/chicken/vietnam/23/2004_CLADE1	11375
a/open-billed_stork/nakhonsawan/bbd3516m_CLADE1	11375
a/duck/vietnam/tien_giang_409/2006_CLADE1	11375
a/chicken/thailand/vsmu-3-bkk/2004_CLADE1	11375
a/duck/saraburi/thailand/cu-74/04_CLADE1	11375
a/chicken/thailand/2/04_CLADE1	11375
a/duck/vietnam/5/2007_CLADE1	11375
a/chicken/thailand/ns-341/2008_CLADE1	11375
a/open-billed_stork/nakhonsawan/bba0627m_CLADE1	11375
a/duck/yunnan/662/2003_CLADE1	11375
a/duck/vietnam/7/2007_CLADE1	11375
a/duck/vietnam/272/2005_CLADE1	11375
a/hanoi/30408/2005_CLADE1	11375
