cluster	nomenclature	taxon
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/jakarta/dki31/2005_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/quail/boyolali/bppv4/2004_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/quail/yogjakarta/ut1075/2004_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/quail/yogjakarta/ut1023/2004_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/muscovy_duck/jakarta/dki-uwit/2004_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/banten/pdgl-kas/2004_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/quail/yogjakarta/bbvet-ix/2004_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/yogjakarta/bbvet-ix/2004_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/purworejo/bbvw/2005_CLADE2_1_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/muscovy_duck/west_java/bgr-cw/2005_CLADE2_1_3_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/gunung_kidal/bbvw/2005_CLADE2_1_3_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/indonesia/wates126/2005_CLADE2_1_3_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/indonesia/wates130/2005_CLADE2_1_3_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/magetan/bbvw/2005_CLADE2_1_3_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/indonesia/wates1/2005_CLADE2_1_3_1
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/indonesia/cdc25/2005_CLADE2_1_3_3
602	1.2.1.1.1.3.2.3	a_/_h5n1/a/chicken/indonesia/cdc24/2005_CLADE2_1_3_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/kulon_progo/bbvet-xii-2/2004_CLADE2_1_1
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/kulon_progo/bbvet-xii-1/2004_CLADE2_1_1
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/central_java/ut3091/2005_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/indonesia/kulon1631-47/2006_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/indonesia/magelang1631-57/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/pekalongan/bbvw/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/indonesia/6/2005_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/gunung_kidul/bbvw/2006_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/madiun/bbvw1420/2005_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/tabanan/bbvd-307/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/badung/bbvd-277/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/jembrana/bbvd-300/2006_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/quail/central_java/smrg/2006_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/west_java/garut-may/2006_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/indonesia/soppeng1631-71/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/duck/bantul/bbvw-387-23310x-2/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/duck/bantul/bbvw-387-23310/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/duck/bantul/bbvw-387-23310x-1/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/buleleng/bbvd-545b/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/badung/bbvd-288/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/denpasar/bbvd-435/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/denpasar/bbvd-509/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/klungkung/bbvd-279/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/gianyar/bbvd-687/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/denpasar/bbvd-560/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/badung/bbvd-342/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/bangli/bbvd-245/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/duck/bangli/bbvd-246/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/badung/bbvd-328/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/denpasar/bbvd-331/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/bangli/bbvd-562/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/bangli/bbvd-575/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/east_java/ut6016/2006_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/east_java/ut6031/2007_CLADE2_1_3
1118	1.2.1.1.1.3.2.3.2	a_/_h5n1/a/chicken/east_java/ut6019/2006_CLADE2_1_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/bandar_lampung/bbpviii/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/east_java/ut6045/2007_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/way_kanan/bbpviii/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/south_kalimantan/ut6028/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/indonesia/bangka_seletan1631-20/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/indonesia/bangka_seletan1631-21/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/south_kalimantan/ut6029/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/sembawa/bppv-iii/2005_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/east_java/ut6017/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/east_java/ut6023/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/palembang/bppv-iii/2005_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/banten/ut6025/2006_CLADE2_1_3_3
2656	1.2.1.1.1.3.2.3.4	a_/_h5n1/a/chicken/east_java/ut6044/2007_CLADE2_1_3_3
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/3/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/domestic_goose/pavlodar/1/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/62/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/75/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/great_black-headed_gull/qinghai/2/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/65/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/omsk/14/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/migratory_duck/jiangxi/2295/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/grebe/novosibirsk/29/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/0510/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/migratory_duck/jiangxi/2300/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/migratory_duck/jiangxi/2136/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar_headed_goose/qinghai/1a/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooping_swan/mongolia/244/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/68/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/5/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/59/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/67/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/environment/qinghai/31/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/12/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/61/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/60/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/brown-headed_gull/qinghai/3/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/turkey/braila/ro-ai-074/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/tulcea/ro-ai-019/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/braila/ro-ai-030/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/turkey/braila/ro-ai-014/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/goose/krasnoozerskoe/627/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-3/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/turkey/silivri_ist962/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/tulcea/ro-ai-011/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/water_chicken/tulcea/ro-ai-064/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/mute_swan/tulcea/ro-ai-062/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/great_cormorant/tibet/12/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/1-hvri/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/tibet/8/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/swan/qinghai/01/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/black-headed_gull/qinghai/3/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/f/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/bar-headed_goose/qinghai/f/2007_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/great_black-headed_gull/qinghai/2/2007_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/croatia/1/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/dolj/ro-ai-103/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/mute_swan/hungary/4999/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/mute_swan/hungary/3472/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/romania/3293/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/romania/3076/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/romania/2910/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/calarasi/ro-ai-070/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/calarasi/ro-ai-091/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/domestic_duck/buzau/ro-ai-036/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/braila/ro-ai-074/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/romania/2912/05_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/rooster/buzau/ro-ai-042/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/turkey/buzau/ro-ai-045/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/turkey-isparta/09rs2841-37/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/constanta/ro-ai-263/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-5/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-4/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/duck/kurgan/08/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-2/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-6/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-10/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-1/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/caspian_sea/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/goose/krasnoozerka/627/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-7/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/turkey/b_cekmece_ist980/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/turkey/goncaaydin_ist982/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/bih/1/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-9/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/astrakhan/ast05-2-8/2005_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/tufted_duck/denmark/6431/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/tufted_duck/denmark/6431/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/smew/sweden/v820/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/canada_goose/sweden/v978/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/eagle_owl/sweden/v618/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/mute_swan/sweden/v827/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/peregrine/denmark/6632/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/peregrine/denmark/6632/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/swan/poland/305-135v08/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooper_swan/germany/r88/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/swan/poland/467-136v08/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/coot/germany/r655/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/duck/germany/r338/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/hawk/poland/937-138v08/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/swan/poland/1242-139v08/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/goosander/poland/502-137v08/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/eagle_owl/sweden/v1218/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/tufted_duck/sweden/v526/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/canada_goose/germany/r1207/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/common_buzzard/germany/r306/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cormorant/germany/r292/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/goose/germany/r696/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/goosander/sweden/v539/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/turkey/germany/r1077/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/tufted_duck/sweden/v1027/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/mute_swan/germany/r854/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/buzzard/denmark/6370/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/buzzard/denmark/6370/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/duck/germany/r751/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/duck/germany/r751/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/grey_lag_goose/denmark/6692/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/grey_lag_goose/denmark/6692/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/great_crested_grebe/denmark/7498/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/great_crested_grebe/denmark/7498/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/czech_republic/10814/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/cygnus_olor/czech_republic/10662/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/fowl/denmark/60296/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/peacock/denmark/60295/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/peacock/denmark/60295/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/tufted_duck/sweden/v998/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/swan/germany/r65/2008_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/tufted_duck/denmark/6540/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/tufted_duck/denmark/6540/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/stork/germany/r1239/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/buzzard/berlin/01/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/common_buzzard/berlin/1/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/common_buzzard/germany/r870/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/mute_swan/germany/r65/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/swan/germany/r65/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooperswan/germany/r65-2/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooper_swan/scotland/1430/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/canada_goose/germany/r71/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooper_swan/denmark/7275/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooper_swan/denmark/7224/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooper_swan/denmark/7275/06_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/whooper_swan/denmark/7224/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-28/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/957-20/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/1047-30/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/vulture/nigeria/vrd184/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-41/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/guinea_fowl/jwp/nigeria/vrd252/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd145/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-39/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd193/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd286/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08vir4337-387/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08vir4337-378/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08vir4337-380/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/guinea_fowl/nigeria/957-12/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/1047-8/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08vir4337-434/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/ba209/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/ba210/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/ba211/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-4/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-1/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/1047-34/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd49/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/niger/2130-8/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-26/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-24/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/niger/2130-7/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/if10/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd218/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08vir4337-377/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/ostrich/nigeria/1047-25/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd200/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd130b/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08rs848-59/2007_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08vir4337-426/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd284/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/vrd419/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/duck/nigeria/vrd418/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/nigeria/08vir4337-446/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/turkey/nigeria/vrd345/2006_CLADE2_2
1121	1.2.1.1.1.3.2.4.1.1	a_/_h5n1/a/chicken/covasna/ro-ai-379/2006_CLADE2_2
